_id,tipo_de_condicionamento,troco,motivo,data_de_inicio,data_de_fim,observacoes,data_de_registo,latitude,longitude,objectid,esriGeometryPolygon
1917,Estreitamento,Junto à interseção com a Rua do Crasto e numa extensão de aproximadamente 25 metros para Sul,Manutenção do arvoredo,1630623600000,1630623600000,Das 8:00 às 17:00,1629759600000,41.16015,-8.672977,15552,"[[[-45239.66999999988, 165910.7100000005], [-45232.91750000045, 165911.32169999904], [-45233.043499999716, 165910.4390999995], [-45231.1523000002, 165886.86199999956], [-45235.69120000029, 165886.6098999994], [-45235.43910000009, 165894.04859999998], [-45236.44770000034, 165905.6479999991], [-45238.086799999735, 165908.8000000009], [-45239.66999999988, 165910.7100000005]]]"
1918,Corte total,"",Manutenção de elementos da via pública,1630278000000,1630364400000,Das 22H00 do dia 30/08/2021 às 04H00 do dia 31/08/2021,1629759600000,41.16250,-8.587852,15539,"[[[-38379.5740000001, 166085.8090000003], [-38376.063000000024, 166090.70099999933], [-38371.301, 166098.3570000009], [-38367.33750000039, 166104.99829999948], [-38360.86799999973, 166115.39240000062], [-38354.63499999994, 166125.15300000034], [-38352.25399999979, 166128.98100000073], [-38347.875300000494, 166136.2666999996], [-38342.73300000007, 166144.29399999898], [-38337.97200000001, 166151.95099999895], [-38333.211000000134, 166159.6070000011], [-38328.00800000034, 166168.1860000003], [-38328.26999999951, 166168.31000000008], [-38324.40099999964, 166173.36600000065], [-38314.55999999961, 166180.99300000066], [-38307.44089999976, 166183.5151000008], [-38303.52599999955, 166184.90200000064], [-38296.79499999994, 166185.18050000118], [-38292.72200000003, 166185.34899999943], [-38285.667999999605, 166183.90799999933], [-38279.32940000018, 166181.32320000016], [-38274.28629999993, 166179.16550000003], [-38270.999400000044, 166177.73389999993], [-38267.00330000005, 166175.98320000098], [-38263.81319999987, 166174.58550000013], [-38260.26499999966, 166173.03099999955], [-38260.209999999934, 166173.13199999902], [-38262.22879999965, 166174.71660000124], [-38265.972299999565, 166177.80230000085], [-38269.350499999564, 166181.30170000007], [-38273.57400000007, 166185.84699999934], [-38275.935399999835, 166189.4262999998], [-38279.47900000028, 166194.99400000094], [-38282.29389999998, 166201.91770000046], [-38283.90799999986, 166205.88800000024], [-38285.11039999968, 166212.13979999934], [-38286.17899999948, 166217.6960000009], [-38286.20689999969, 166219.86520000015], [-38286.258899999615, 166223.89489999975], [-38286.30300000028, 166227.32200000048], [-38286.0904000001, 166228.92559999996], [-38285.27799999994, 166235.0529999996], [-38284.799999999836, 166237.40699999972], [-38284.03349999994, 166240.11419999963], [-38282.04600000006, 166247.13429999948], [-38280.650000000416, 166252.06499999907], [-38279.84100000007, 166251.8220000001], [-38277.292700000056, 166260.6514], [-38275.86299999984, 166265.60520000002], [-38273.03980000041, 166275.3871000004], [-38271.06010000041, 166282.24630000084], [-38269.92300000037, 166286.1863999996], [-38265.8545000004, 166300.28300000035], [-38263.79750000032, 166307.4100999999], [-38262.09619999955, 166313.30480000033], [-38260.976800000244, 166317.18329999948], [-38258.18109999971, 166326.86009999938], [-38256.23029999989, 166333.64409999896], [-38256.12000000017, 166335.71099999896], [-38252.27529999981, 166334.8561000004], [-38252.80200000017, 166333.44200000033], [-38256.54899999972, 166320.44800000088], [-38259.04600000009, 166311.78500000064], [-38261.53999999998, 166303.11999999933], [-38265.28999999998, 166290.13000000044], [-38267.790000000095, 166281.46000000092], [-38270.29000000008, 166272.80000000086], [-38272.790000000234, 166264.1400000007], [-38274.32450000016, 166257.78339999885], [-38275.174200000256, 166254.29260000048], [-38276.04700000026, 166250.70700000034], [-38275.77199999989, 166250.62399999975], [-38277.549800000255, 166243.47040000017], [-38279.76999999955, 166234.28999999928], [-38280.37999999985, 166229.99999999988], [-38280.87999999992, 166224.74000000127], [-38280.7300000005, 166219.92000000004], [-38280.50709999999, 166218.10399999996], [-38279.84999999965, 166212.7500000001], [-38277.88999999962, 166205.38000000134], [-38274.53529999961, 166197.77710000105], [-38271.779000000104, 166193.20500000098], [-38268.219999999696, 166188.08000000005], [-38263.28999999999, 166182.84999999966], [-38260.906999999715, 166180.80839999946], [-38254.40959999991, 166176.30330000052], [-38249.54000000007, 166173.3800000008], [-38245.536799999885, 166171.4439000005], [-38241.33849999977, 166169.42540000004], [-38233.92619999961, 166165.86170000077], [-38219.9090000001, 166159.3471000011], [-38209.9704999998, 166155.0297999993], [-38189.35280000052, 166146.0734999999], [-38162.32600000039, 166134.33310000045], [-38134.1068000002, 166122.0746999993], [-38113.81790000014, 166113.2612999991], [-38092.82380000031, 166104.14150000006], [-38072.49220000018, 166095.30939999918], [-38059.90369999971, 166089.84100000025], [-38044.0548999999, 166082.95629999985], [-38032.85790000024, 166078.09239999947], [-38017.700899999574, 166071.50819999934], [-38004.28089999962, 166065.67860000048], [-37997.510099999534, 166062.79270000028], [-37983.10709999967, 166057.37509999974], [-37971.12220000014, 166052.8670000007], [-37963.500000000065, 166050.00000000003], [-37957.62000000004, 166048.15999999974], [-37944.04000000009, 166046.36999999892], [-37933.11000000037, 166047.56999999972], [-37924.67999999958, 166050.1199999993], [-37916.08239999976, 166053.3012999999], [-37906.32139999975, 166056.9253000008], [-37882.65249999989, 166066.21150000065], [-37875.09810000001, 166069.4761999997], [-37866.805800000155, 166073.05969999908], [-37860.175300000265, 166075.92510000052], [-37851.31130000033, 166079.7557000007], [-37843.76119999959, 166083.01850000082], [-37835.755199999745, 166086.47829999976], [-37826.04480000039, 166090.67469999907], [-37812.953499999894, 166096.33219999983], [-37806.77890000029, 166099.00049999886], [-37789.70739999972, 166106.37810000026], [-37777.67229999973, 166111.57909999977], [-37771.70000000021, 166114.16000000064], [-37770.75999999967, 166114.25999999972], [-37767.66999999988, 166107.1699999999], [-37781.01900000033, 166101.37020000085], [-37799.194899999486, 166093.51029999886], [-37811.12059999997, 166088.3533000003], [-37824.422699999996, 166082.60099999935], [-37849.457499999524, 166071.77509999977], [-37858.78509999995, 166067.7415999993], [-37873.56120000021, 166061.3518999999], [-37886.51599999981, 166055.75200000024], [-37900.166400000504, 166049.8550999999], [-37908.79540000023, 166046.12740000014], [-37921.11899999995, 166041.0101999992], [-37927.639999999694, 166038.7300000003], [-37934.49000000028, 166037.32000000076], [-37944.01999999952, 166036.5600000006], [-37954.690000000446, 166037.46000000124], [-37960.44730000015, 166038.78969999924], [-37965.129499999755, 166040.15929999918], [-37976.62629999983, 166044.87989999854], [-37990.17279999986, 166050.76270000037], [-37999.59049999995, 166054.8523999993], [-38022.08289999977, 166064.61999999936], [-38039.10759999973, 166072.01319999987], [-38059.88619999961, 166081.03659999958], [-38087.667600000255, 166093.1009000002], [-38119.3235999998, 166106.84789999892], [-38143.70509999999, 166117.43590000074], [-38174.27269999964, 166130.71020000082], [-38193.89329999964, 166139.23069999967], [-38213.374200000355, 166147.6906000003], [-38221.76640000014, 166151.33500000107], [-38233.947100000514, 166156.62460000083], [-38242.46200000023, 166160.3222999998], [-38250.999999999956, 166164.02999999872], [-38276.02379999957, 166173.51329999964], [-38285.88200000021, 166177.24899999955], [-38290.32100000051, 166178.50599999903], [-38295.07600000036, 166179.18400000047], [-38304.28299999979, 166178.30199999944], [-38311.82699999959, 166175.40200000038], [-38317.209800000266, 166171.13839999939], [-38319.74799999972, 166169.1280000002], [-38322.86199999976, 166164.9430000005], [-38323.59099999994, 166165.36500000034], [-38328.30219999974, 166158.574999999], [-38333.96990000007, 166150.40619999942], [-38335.06300000013, 166148.83080000046], [-38337.65979999948, 166145.0880999994], [-38340.384200000226, 166141.16159999883], [-38341.86189999985, 166139.0318000003], [-38343.27240000008, 166136.99900000013], [-38347.29899999954, 166130.60349999974], [-38349.085599999846, 166127.71380000003], [-38352.69930000044, 166121.91550000003], [-38357.00980000012, 166114.98079999955], [-38358.69249999995, 166112.27360000048], [-38360.50370000027, 166109.35979999922], [-38363.95710000027, 166103.80399999983], [-38366.54019999966, 166099.64819999988], [-38368.17499999981, 166097.01820000095], [-38370.34929999989, 166093.52430000002], [-38371.579500000036, 166091.54839999936], [-38374.64329999971, 166086.62720000008], [-38376.39149999983, 166083.81929999994], [-38379.5740000001, 166085.8090000003]]]"
1919,Estreitamento,"junto ao nº. 28, numa extensão aproximadamente de 15 metros",Bombagem de betão,1560211200000,1560211200000,"",1559692800000,41.17521,-8.620245,15540,"[[[-40872.4856000003, 167442.9573000003], [-40873.15959999985, 167443.18530000045], [-40874.875900000174, 167458.21800000095], [-40873.524199999825, 167458.43459999908], [-40872.4856000003, 167442.9573000003]]]"
1920,Estacionamento,"junto ao nº. 28, numa extensão aproximadamente de 15 metros",Bombagem de betão,1560211200000,1560211200000,"",1559692800000,41.17518,-8.620310,15541,"[[[-40880.50530000033, 167457.80120000063], [-40880.0551000005, 167457.7986999996], [-40879.37860000041, 167458.0190999992], [-40877.88989999988, 167442.53920000087], [-40879.242899999976, 167442.09840000013], [-40880.50530000033, 167457.80120000063]]]"
1921,Estacionamento,no troço compreendido entre o nº. 192 e o nº. 178,Obras públicas,1560211200000,1560297600000,"",1559692800000,41.17155,-8.611184,15542,"[[[-40115.68209999983, 167032.2398000004], [-40116.12990000007, 167032.69069999983], [-40116.3573999999, 167032.24350000013], [-40115.60059999956, 167047.03889999966], [-40114.250099999794, 167047.03150000042], [-40115.68209999983, 167032.2398000004]]]"
1922,Estacionamento,Entre a Alameda do Dr. Fernando Azeredo Antas e a Rua de António Galvão,Obras públicas,1627254000000,1627513200000,"Das 8:00 às 18:00, pinturas definitivas",1626217200000,41.15676,-8.670722,15543,"[[[-45121.380000000034, 165505.4200000004], [-45119.53999999998, 165508.5199999999], [-45096.46999999973, 165509.03999999937], [-45077.16999999992, 165511.91999999995], [-45066.25000000002, 165513.90000000026], [-45055.190000000366, 165516.49000000028], [-45039.20830000002, 165522.26400000023], [-45018.96760000006, 165530.7968000008], [-44986.22539999994, 165547.06870000012], [-44981.859699999906, 165544.29059999998], [-45038.01769999968, 165519.48590000015], [-45053.90639999969, 165514.28380000012], [-45065.36990000023, 165511.3401999994], [-45077.4083000002, 165508.66679999957], [-45086.671599999994, 165507.5165], [-45096.57000000036, 165506.47210000077], [-45121.380000000034, 165505.4200000004]], [[-44879.08579999958, 165586.58789999998], [-44878.67200000025, 165589.33599999902], [-44709.99980000035, 165675.6565000009], [-44709.19579999981, 165673.69789999863], [-44879.08579999958, 165586.58789999998]], [[-45151.66509999989, 165497.5091999988], [-45139.42059999981, 165498.3862999995], [-45123.11890000016, 165499.3809999992], [-45111.357699999564, 165499.65599999976], [-45099.767400000266, 165500.09429999988], [-45085.94979999956, 165501.18610000008], [-45068.25030000046, 165503.96580000006], [-45051.427600000075, 165508.2054000004], [-45030.1742000003, 165515.10949999987], [-45028.759999999806, 165511.61999999953], [-45050.41260000042, 165505.01789999905], [-45067.93039999998, 165501.05220000094], [-45085.5390999997, 165498.47330000074], [-45099.92929999991, 165496.70409999942], [-45112.12579999963, 165496.46030000038], [-45127.14730000026, 165496.33310000083], [-45152.92929999995, 165493.06020000062], [-45151.66509999989, 165497.5091999988]], [[-44982.051500000016, 165538.4113000002], [-44980.655799999906, 165535.17789999966], [-45005.58000000013, 165522.2100000007], [-45008.04050000007, 165524.94899999895], [-44982.051500000016, 165538.4113000002]], [[-44920.27579999988, 165566.09789999897], [-44920.74089999961, 165568.30159999995], [-44892.36419999968, 165583.18439999942], [-44891.19699999973, 165580.896299999], [-44892.72580000001, 165580.17789999943], [-44920.27579999988, 165566.09789999897]], [[-44980.655799999906, 165535.17789999966], [-44960.33579999949, 165545.5079], [-44958.75580000035, 165542.45790000097], [-44975.40579999981, 165533.90790000037], [-44980.655799999906, 165535.17789999966]], [[-44957.235799999886, 165547.10789999948], [-44939.38680000043, 165556.27080000003], [-44937.805800000235, 165553.25789999944], [-44955.665799999624, 165544.0579000008], [-44957.235799999886, 165547.10789999948]], [[-44936.27579999989, 165557.86790000033], [-44920.27579999988, 165566.09789999897], [-44920.21580000043, 165562.29790000088], [-44934.655799999775, 165554.87790000037], [-44936.27579999989, 165557.86790000033]], [[-44891.19699999973, 165580.896299999], [-44890.00430000011, 165581.45680000083], [-44891.0958000003, 165580.6978999995], [-44891.19699999973, 165580.896299999]], [[-44939.38680000043, 165556.27080000003], [-44939.395799999904, 165556.28790000096], [-44936.27579999989, 165557.86790000033], [-44939.38680000043, 165556.27080000003]]]"
1923,Estreitamento,no troço compreendido entre o nº. 192 e o nº. 178,Obras públicas,1560211200000,1560297600000,das 10H00 às 16H00,1559692800000,41.17153,-8.611202,15544,"[[[-40118.07780000009, 167046.82829999918], [-40116.05209999995, 167046.81719999918], [-40116.805100000645, 167032.6943999995], [-40118.379499999835, 167032.927300001], [-40117.89470000005, 167039.20330000028], [-40118.07780000009, 167046.82829999918]]]"
1924,Estacionamento,"no troço compreendido entre o nº. 743 e o nº. 725,",Obras públicas,1560211200000,1560729600000,"",1559692800000,41.15669,-8.621923,15545,"[[[-41034.63119999976, 165398.66039999962], [-41034.51869999986, 165398.65980000026], [-41034.40039999968, 165399.6684000003], [-41017.76290000037, 165395.53749999974], [-41017.993800000295, 165394.5295], [-41034.63119999976, 165398.66039999962]]]"
1925,Estreitamento,entre o nº 349 e a Rua do Salgueiral,Obras públicas,1638144000000,1638489600000,"",1636502400000,41.17467,-8.591902,15548,"[[[-38385.22860000002, 167450.2816000016], [-38436.83189999967, 167470.50200000027], [-38436.13140000027, 167472.5523000002], [-38384.26659999977, 167452.5905000006], [-38385.22860000002, 167450.2816000016]]]"
1926,Estacionamento,"no troço compreendido entre o nº. 1363 e o nº. 1411,",Obras públicas,1560211200000,1561161600000,"",1559692800000,41.15602,-8.670068,15549,"[[[-45091.83880000007, 165339.9332], [-45092.50860000028, 165340.83450000006], [-45050.49639999954, 165362.55479999975], [-45049.60830000044, 165360.53070000015], [-45091.83880000007, 165339.9332]]]"
1927,Estacionamento,Entre o n.º7 e  a Rua de Francisco Barreto,Obras públicas,1630278000000,1633647600000,"",1632697200000,41.15621,-8.662027,15550,"[[[-44321.408699999534, 165452.31509999983], [-44322.543300000136, 165454.4582000003], [-44314.15979999971, 165458.55540000193], [-44313.08820000015, 165456.53830000025], [-44321.408699999534, 165452.31509999983]]]"
1928,Estacionamento,"em ambos os lados, junto ao n.º 34, numa extensão de aproximadamente 10 metros",Obras particulares,,,"",1629846000000,41.15572,-8.601769,15554,"[[[-39259.17779999969, 165376.0579999997], [-39260.23610000032, 165369.22680000024], [-39260.993800000295, 165369.3351000009], [-39260.04370000024, 165376.1301000005], [-39259.17779999969, 165376.0579999997]]]"
1929,Alteração de sentidos,No troço compreendido entre a Rua do Duque de Palmela e a Praça da Alegria,Obras públicas,1631055600000,1631055600000,"",1630623600000,41.14368,-8.599862,15555,"[[[-39087.530000000224, 164051.23000000013], [-39082.44000000039, 164042.26999999912], [-39123.50000000004, 164018.8400000002], [-39134.01709999987, 164025.40320000032], [-39087.530000000224, 164051.23000000013]]]"
