_id,tipo_de_condicionamento,troco,motivo,data_de_inicio,data_de_fim,observacoes,data_de_registo,latitude,longitude,objectid,esriGeometryPolygon
81,Estreitamento,"arruamento sul, na interseção com a Rua de João Grave, numa extensão de aprox. 12m",Passagem de cabo de fibra ótica,1651186800000,1651532400000,das 00h às 07h e das 21h às 24h,1661209200000,41.15952,-8.644859,13661,"[[[-42882.3185000001, 165809.4615000001], [-42880.364799999596, 165815.70109999875], [-42878.521300000124, 165821.26309999955], [-42877.87530000048, 165823.42170000038], [-42867.19240000008, 165820.68009999985], [-42870.46970000018, 165807.8227999994], [-42882.3185000001, 165809.4615000001]]]"
82,Estacionamento,"",Manutenção do arvoredo,1615766400000,1616112000000,"",1615161600000,41.16847,-8.624273,13662,"[[[-41134.47470000016, 166819.0522000007], [-41145.32039999965, 166779.1872000006], [-41147.37220000009, 166780.06659999932], [-41136.08690000053, 166819.49190000104], [-41134.08999999982, 166819.26999999906], [-41134.47470000016, 166819.0522000007]]]"
83,Estacionamento,Entrada 134,Manutenção do arvoredo,1651446000000,1651532400000,"",1650582000000,41.15371,-8.598618,13664,"[[[-38996.4100000001, 165134.39999999988], [-39001.20000000016, 165136.06999999995], [-38997.40000000039, 165160.74999999968], [-38992.33999999986, 165161.01], [-38996.4100000001, 165134.39999999988]]]"
84,Estreitamento,"À frente do 470, numa extensão de 20 metros",Manutenção de elementos da via pública,1648080000000,1648080000000,Das 10h00 às 16h00,1647388800000,41.17266,-8.606608,13665,"[[[-39655.212600000305, 167266.60050000146], [-39651.40699999947, 167246.09280000036], [-39656.90390000024, 167244.75379999902], [-39660.56850000011, 167265.12059999962], [-39655.212600000305, 167266.60050000146]]]"
85,Estreitamento,junto ao n.º 177 numa extensão de aproximadamente 20m,Manutenção de elementos da via pública,1663023600000,1663023600000,das 10h às 16h,1662678000000,41.14761,-8.648248,13667,"[[[-43179.45999999997, 164496.82000000062], [-43155.39489999971, 164499.53460000083], [-43154.38640000023, 164490.20580000067], [-43179.09499999972, 164488.18879999928], [-43179.45999999997, 164496.82000000062]]]"
86,Estacionamento,"",Eventos e lazer,1648508400000,1648508400000,Das 17H00 às 24H00,1648422000000,41.15964,-8.583145,13668,"[[[-37700.7285000002, 165783.00749999992], [-37690.53849999981, 165816.14709999945], [-37688.290199999654, 165815.57479999977], [-37698.480200000144, 165782.4351000002], [-37700.7285000002, 165783.00749999992]]]"
87,Estreitamento,Em ambos os lados do troço compreendido entre o n.º 27 e a Rua da Alcântara,Manutenção de elementos da via pública,1614556800000,1614643200000,"",1613692800000,41.17299,-8.584744,13669,"[[[-37830.815799999975, 167285.98819999938], [-37830.431800000384, 167287.02409999984], [-37811.07600000045, 167279.3397999997], [-37811.35099999979, 167278.30939999982], [-37830.815799999975, 167285.98819999938]]]"
88,Estreitamento,lado oposto a rua das camelias e numa extensão de aproximadamente 8 metros,Cargas e descargas,1614902400000,1615852800000,"",1614643200000,41.14620,-8.616095,13670,"[[[-40467.95449999997, 164328.85989999946], [-40466.48900000002, 164329.00640000054], [-40469.27350000029, 164314.49789999923], [-40470.445899999606, 164314.6444000003], [-40467.95449999997, 164328.85989999946]]]"
89,Corte total,"",Bombagem de betão,1615939200000,1615939200000,10H00/16H00,1615420800000,41.14739,-8.667685,13671,"[[[-44808.96709999996, 164484.77549999923], [-44790.627100000085, 164485.66640000025], [-44789.091099999816, 164475.71299999935], [-44804.727699999654, 164471.38150000144], [-44808.96709999996, 164484.77549999923]]]"
90,Estreitamento,"No troço compreendido entre o n.º 247 e o n.º 277, numa extensão de aproximadamente 37 metros",Passagem de cabo de fibra ótica,1615334400000,1615420800000,Das 00:00 às 07:00 e das 21:00 às 24:00 horas,1614729600000,41.15346,-8.610947,13672,"[[[-40038.01549999974, 165106.69659999936], [-40037.00480000027, 165143.17899999954], [-40025.79609999995, 165142.96570000026], [-40025.841199999755, 165124.19920000053], [-40027.48830000047, 165110.36389999985], [-40027.77730000014, 165106.66569999937], [-40038.01549999974, 165106.69659999936]]]"
91,Estacionamento,No troço compreendido entre o n.º 228 e o n.º 276,Manutenção do arvoredo,1613606400000,1613692800000,09H00/18H00,1612915200000,41.15676,-8.627528,13673,"[[[-41414.29999999977, 165497.09999999957], [-41429.429999999746, 165500.5000000002], [-41428.41999999992, 165502.5600000005], [-41414.28000000031, 165499.34999999928], [-41414.29999999977, 165497.09999999957]]]"
92,Corte total,entre o largo da beneditina e a rua s. joão da foz,Bombagem de betão,1615939200000,1615939200000,10H00/16H00,1615420800000,41.14722,-8.667600,13674,"[[[-44794.497799999954, 164447.26610000132], [-44794.389999999636, 164447.35], [-44794.00629999948, 164448.12619999997], [-44792.777499999924, 164467.29570000063], [-44794.9892999994, 164474.17699999938], [-44789.09109999994, 164475.89739999958], [-44788.78390000018, 164474.2999000015], [-44790.31989999948, 164472.70250000045], [-44790.319899999566, 164461.27449999968], [-44790.934299999804, 164461.2130999998], [-44789.33679999982, 164447.75760000022], [-44790.8114, 164447.14320000028], [-44791.05719999971, 164446.89739999906], [-44791.24149999953, 164446.5287999995], [-44791.17999999967, 164446.0373000003], [-44794.497799999954, 164447.26610000132]]]"
93,Estacionamento,No troço compreendido entre o n.º 228 e o n.º 276,Manutenção do arvoredo,1613606400000,1613692800000,09H00/18H00,1612915200000,41.15664,-8.626836,13675,"[[[-41355.33000000003, 165483.82999999955], [-41372.37999999997, 165487.6499999999], [-41371.37000000018, 165489.68999999974], [-41355.3399999999, 165486.06000000052], [-41355.33000000003, 165483.82999999955]]]"
94,Corte total,"",Bombagem de betão,1615939200000,1615939200000,10H00/16H00,1615420800000,41.14723,-8.668033,13676,"[[[-44841.56130000018, 164457.89530000064], [-44841.360000000364, 164457.88000000056], [-44805.127000000364, 164472.27239999926], [-44804.69699999976, 164471.35080000001], [-44822.33040000031, 164465.083799999], [-44827.73720000033, 164460.96729999984], [-44831.48500000037, 164455.9291999996], [-44841.56130000018, 164457.89530000064]]]"
95,Estreitamento,"",Manutenção do arvoredo,1613520000000,1613692800000,"",1612915200000,41.15466,-8.639499,13677,"[[[-42419.66229999994, 165317.03680000053], [-42411.817800000266, 165314.6833999992], [-42428.448200000494, 165256.94789999924], [-42417.152099999636, 165253.6532000007], [-42419.03469999978, 165243.29849999957], [-42450.72649999967, 165252.3980999994], [-42448.21630000039, 165259.7719000001], [-42447.58870000014, 165261.49770000053], [-42445.706100000105, 165261.96839999978], [-42435.35130000017, 165258.83060000086], [-42419.66229999994, 165317.03680000053]]]"
96,Estacionamento,entre o nº 67,Manutenção de elementos de edifício,,,"",1637539200000,41.14154,-8.616232,13678,"[[[-40484.20220000013, 163811.94859999922], [-40481.80179999951, 163811.94859999983], [-40481.61720000016, 163797.1771000011], [-40484.01759999994, 163797.36179999984], [-40484.20220000013, 163811.94859999922]]]"
97,Estacionamento,Entrada 102,Manutenção do arvoredo,1651446000000,1651532400000,"",1650582000000,41.15367,-8.598265,13679,"[[[-38966.75999999973, 165129.9299999992], [-38971.62000000017, 165131.6600000006], [-38967.78000000026, 165156.4299999999], [-38963.17999999978, 165156.59999999937], [-38962.57000000029, 165156.5899999995], [-38966.75999999973, 165129.9299999992]]]"
98,Estacionamento,No troço compreendido entre o n.º 228 e o n.º 276,Manutenção do arvoredo,1613606400000,1613692800000,09H00/18H00,1612915200000,41.15650,-8.625953,13680,"[[[-41282.4800000005, 165467.4000000006], [-41296.160000000134, 165470.44999999896], [-41295.25999999972, 165472.49000000025], [-41284.45999999994, 165470.0900000003], [-41282.4800000005, 165467.4000000006]]]"
99,Estacionamento,no troço compreendido entre o n.º 117 e o n.º 267,Manutenção do arvoredo,1613606400000,1613692800000,09H00/18H00,1612915200000,41.15639,-8.626398,13681,"[[[-41320.910000000156, 165458.44999999893], [-41321.95999999993, 165456.43999999977], [-41332.66999999995, 165458.82999999996], [-41332.700000000244, 165461.09999999992], [-41320.910000000156, 165458.44999999893]]]"
100,Estacionamento,No troço compreendido entre o n.º 228 e o n.º 276,Manutenção do arvoredo,1613606400000,1613692800000,09H00/18H00,1612915200000,41.15653,-8.626154,13682,"[[[-41298.170000000115, 165470.91999999958], [-41315.160000000076, 165474.72000000096], [-41314.240000000274, 165476.7699999996], [-41298.15000000034, 165473.15000000052], [-41298.170000000115, 165470.91999999958]]]"
101,Estreitamento,No troço compreendido entre a Rua de Cedofeita e a Praça da República,Manutenção de elementos da via pública,1612915200000,1614038400000,"",1612915200000,41.15385,-8.617076,13683,"[[[-40766.9100000001, 165224.39000000097], [-40765.75810000025, 165228.80509999965], [-40317.135999999955, 165116.6395999994], [-40317.799999999814, 165112.5999999994], [-40766.9100000001, 165224.39000000097]]]"
102,Estacionamento,Desde a entrada 210 até à entrada 216,Manutenção do arvoredo,1651446000000,1651532400000,"",1650582000000,41.15386,-8.599719,13684,"[[[-39089.16000000012, 165148.6999999987], [-39093.94000000035, 165150.49999999997], [-39089.17069999967, 165181.5500000003], [-39084.140300000094, 165180.80470000056], [-39089.16000000012, 165148.6999999987]]]"
103,Estreitamento,"Em ambos os lados, no troço compreendido entre a Praça de Mouzinho de Albuquerque e o cruzamento com a Rua de Ricardo Severo e a Rua do Dr. Carlos Cal Brandão",Manutenção do arvoredo,1613606400000,1613692800000,09H00/18H00,1612915200000,41.15659,-8.627336,13685,"[[[-41529.51809999998, 165512.04849999995], [-41280.35049999972, 165455.86600000088], [-41281.749099999644, 165449.71609999967], [-41530.91650000022, 165505.89849999922], [-41529.51809999998, 165512.04849999995]]]"
104,Estacionamento,Entre a Rua de Marechal Saldanha e a Rua de Gondarém,Bombagem de betão,1613606400000,1613606400000,"00H00/07H00, 10H00/16H00 e 21H00/24H00",1612915200000,41.15690,-8.681399,13686,"[[[-45975.40199999982, 165525.43090000018], [-45976.534500000016, 165526.9964000009], [-45914.74849999982, 165557.97259999946], [-45913.40000000041, 165555.76000000004], [-45975.40199999982, 165525.43090000018]]]"
105,Estacionamento,"Em ambos os lados, no troço compreendido entre o n.º 2340 e o n.º 2410",Obras particulares,1626303600000,1626390000000,Das 10:00 às 16:00 horas,1625612400000,41.17575,-8.586289,13687,"[[[-37937.111399999856, 167630.99699999992], [-37961.68719999943, 167564.42779999966], [-37963.271700000434, 167565.01270000017], [-37938.69600000043, 167631.58190000046], [-37937.111399999856, 167630.99699999992]]]"
106,Estacionamento,"junto ao nº 71, numa extensão de aproximadamente 10 metros",Manutenção de elementos da via pública,1612742400000,1612828800000,"",1611100800000,41.14290,-8.603295,13688,"[[[-39397.53510000011, 163950.96890000062], [-39395.97690000011, 163951.61189999987], [-39394.21960000036, 163947.37829999987], [-39395.92619999946, 163946.74709999905], [-39397.53510000011, 163950.96890000062]]]"
107,Corte total,Entre a Rua de Francos e a Rua da Travegem,Obras públicas,1600300800000,1600387200000,"",1599696000000,41.16609,-8.637053,13689,"[[[-42092.172799999775, 166565.09239999903], [-42090.57359999983, 166557.8957000005], [-42146.94710000051, 166552.6982000001], [-42217.31400000025, 166541.1035999997], [-42271.288700000354, 166531.10830000055], [-42338.19060000027, 166506.58649999995], [-42339.52329999949, 166511.65080000102], [-42284.48249999991, 166530.30870000043], [-42285.68190000019, 166534.30680000017], [-42236.90479999967, 166541.9033000003], [-42092.172799999775, 166565.09239999903]]]"
108,Estacionamento,"",Obras públicas,1616976000000,1617926400000,"",1616457600000,41.16407,-8.677512,13690,"[[[-45639.65459999999, 166342.18419999952], [-45639.21930000002, 166343.70199999976], [-45585.44269999961, 166331.5973000006], [-45586.16999999995, 166329.85999999935], [-45589.46999999973, 166330.77999999962], [-45592.04499999999, 166331.36519999983], [-45637.4992000004, 166341.6953999994], [-45639.65459999999, 166342.18419999952]]]"
109,Estreitamento,Interseção com a Rua de Latino Coelho,Manutenção de elementos da via pública,1615507200000,1615507200000,Das 10:00 às 16:00,1614902400000,41.15849,-8.602051,13691,"[[[-39280.8200000003, 165689.13000000056], [-39278.003999999724, 165688.01189999987], [-39283.57959999976, 165670.78580000004], [-39286.19979999953, 165671.85099999938], [-39280.872600000366, 165688.22650000115], [-39280.8200000003, 165689.13000000056]]]"
110,Estreitamento,Na interseção com a Estrada da Circunvalação,Manutenção de elementos da via pública,1613952000000,1613952000000,"",1613001600000,41.18222,-8.614406,13692,"[[[-40305.605499999554, 168312.3435999989], [-40304.66000000012, 168322.18999999954], [-40304.62000000011, 168323.49999999968], [-40304.83000000005, 168324.48000000085], [-40305.33000000009, 168325.46000000133], [-40306.12999999984, 168326.390000001], [-40307.08999999991, 168327.09999999913], [-40307.96000000009, 168327.46000000092], [-40310.28000000026, 168327.56000000035], [-40302.668499999665, 168328.24569999977], [-40304.083399999836, 168312.34930000044], [-40305.605499999554, 168312.3435999989]]]"
111,Estacionamento,"Junto ao n.º 773, numa extensão de aproximadamente 13 metros",Manutenção do arvoredo,1624834800000,1625007600000,Cancelamento em 23/06/2021,1614902400000,41.17825,-8.626872,13693,"[[[-41347.71590000025, 167889.23179999925], [-41347.038599999694, 167887.75809999942], [-41358.344100000395, 167883.164000001], [-41358.97009999949, 167884.6707000006], [-41347.71590000025, 167889.23179999925]]]"
112,Estacionamento,"No troço compreendido entre o n.º 295 e o n.º 311, numa extensão de aproximadamente 15 metros",Manutenção de elementos da via pública,1647820800000,1651100400000,Prorrogação até 8/04/2022,1650495600000,41.15885,-8.603048,13694,"[[[-39358.83210000015, 165717.77620000025], [-39372.880900000215, 165722.96849999944], [-39372.31159999963, 165724.53809999945], [-39358.27770000041, 165719.43700000067], [-39358.83210000015, 165717.77620000025]]]"
113,Estreitamento,Na interseção com a Estrada da Circunvalação,Manutenção de elementos da via pública,1613520000000,1614211200000,"",1613001600000,41.18116,-8.598068,13695,"[[[-38926.03999999997, 168201.92999999854], [-38929.21999999964, 168200.07000000117], [-38932.66000000008, 168197.11999999918], [-38934.120000000126, 168195.55000000054], [-38935.330000000045, 168193.98000000048], [-38936.25000000005, 168192.4800000005], [-38938.656000000534, 168186.08039999925], [-38940.75079999958, 168186.7298000006], [-38938.170900000325, 168192.86810000075], [-38936.267099999786, 168196.48000000027], [-38934.82589999963, 168198.17019999935], [-38933.45590000036, 168199.71819999878], [-38930.96499999989, 168201.94219999886], [-38927.317599999864, 168203.6324999998], [-38926.03999999997, 168201.92999999854]]]"
114,Estacionamento,Entrada 156,Manutenção do arvoredo,1651446000000,1651532400000,"",1650582000000,41.15375,-8.598971,13696,"[[[-39025.960000000014, 165138.91000000006], [-39030.709999999985, 165140.72000000073], [-39026.929999999644, 165165.2799999987], [-39021.90000000037, 165165.55000000057], [-39025.960000000014, 165138.91000000006]]]"
115,Estreitamento,Interseção com a Estrada da Circunvalação,Manutenção de elementos da via pública,1613520000000,1614211200000,"",1613001600000,41.18154,-8.597807,13697,"[[[-38910.62999999991, 168229.65000000029], [-38912.38200000025, 168229.7511999998], [-38913.017000000014, 168233.56120000003], [-38913.33449999973, 168246.18180000054], [-38911.33949999974, 168246.18199999974], [-38911.139999999636, 168233.75000000012], [-38910.62999999991, 168229.65000000029]]]"
116,Estreitamento,Na interseção com a Estrada da Circunvalação,Manutenção de elementos da via pública,1613952000000,1613952000000,"",1613001600000,41.18258,-8.614364,13698,"[[[-40307.42999999971, 168353.52999999907], [-40305.49000000027, 168354.28999999963], [-40303.26999999955, 168355.8599999994], [-40302.120000000185, 168357.13000000102], [-40301.55999999962, 168358.50999999995], [-40300.08930000009, 168371.94789999953], [-40298.34069999965, 168371.8568999994], [-40300.25490000003, 168354.29590000023], [-40307.42999999971, 168353.52999999907]]]"
117,Estreitamento,Interseção com a Estrada da Circunvalação,Manutenção de elementos da via pública,1613520000000,1614211200000,"",1613001600000,41.18159,-8.598111,13699,"[[[-38931.51999999961, 168239.11999999918], [-38933.49579999969, 168238.56179999924], [-38934.76580000015, 168239.43490000072], [-38942.86199999977, 168247.61060000045], [-38941.46000000004, 168249.01999999915], [-38934.94919999961, 168242.01459999938], [-38933.44000000045, 168240.35999999958], [-38931.51999999961, 168239.11999999918]]]"
118,Estreitamento,"6 metros a norte do n.º 403, numa extensão de aproximadamente 28 metros",Obras públicas,1615161600000,1615507200000,"",1614902400000,41.16800,-8.672078,13700,"[[[-45160.171299999616, 166783.2688999996], [-45155.09729999961, 166784.87230000104], [-45146.687699999646, 166758.26009999964], [-45151.76169999974, 166756.6566999998], [-45160.171299999616, 166783.2688999996]]]"
119,Estreitamento,"Junto ao cruzamento com a Rua do Monte Aventino e Rua Agostinho José Freire, numa extensão de aproximadamente 27 metros",Obras públicas,1615766400000,1615939200000,"",1615507200000,41.16036,-8.588678,13701,"[[[-38164.91629999964, 165868.97320000044], [-38170.60259999998, 165873.1258999996], [-38166.19000000047, 165878.4700000003], [-38165.48440000047, 165880.5769], [-38165.232800000296, 165883.0706999993], [-38158.976499999895, 165891.60339999892], [-38156.92999999974, 165891.71000000075], [-38155.370000000075, 165892.1400000009], [-38153.940000000395, 165892.82000000047], [-38152.67999999974, 165893.72000000102], [-38146.03000000024, 165888.2200000012], [-38157.12000000007, 165875.75000000064], [-38158.37999999988, 165875.4499999994], [-38160.50000000013, 165874.07000000039], [-38162.81659999961, 165871.39650000117], [-38164.91629999964, 165868.97320000044]]]"
120,Estreitamento,"Em ambos os lados, no troço compreendido entre o n.º 2340 e o n.º 2410",Obras particulares,1626303600000,1626390000000,Das 10:00 às 16:00 horas,1625612400000,41.17583,-8.586335,13702,"[[[-37942.165000000015, 167632.64599999966], [-37938.69600000043, 167631.58190000046], [-37944.642099999866, 167615.4754000009], [-37952.693199999594, 167593.66709999923], [-37963.271700000434, 167565.01270000017], [-37966.9499000003, 167566.15440000035], [-37958.72080000028, 167588.23090000032], [-37947.73429999968, 167617.70489999992], [-37942.165000000015, 167632.64599999966]]]"
121,Estreitamento,"A sul do cruzamento com a Travessa das Antas, numa extensão de aproximadamente 52 metros",Obras públicas,1616025600000,1616544000000,"",1615507200000,41.16010,-8.588447,13703,"[[[-38154.330000000016, 165875.4000000004], [-38147.87999999985, 165880.1400000004], [-38123.990199999826, 165831.31839999923], [-38130.980000000505, 165827.01999999952], [-38139.88570000057, 165845.3544999998], [-38147.1600000002, 165860.00999999963], [-38151.109699999826, 165868.0491000004], [-38153.068599999875, 165872.09860000026], [-38154.330000000016, 165875.4000000004]]]"
122,Estacionamento,"Lado sul , 35,00 metros a nascente do nº 859",Bombagem de betão,1637280000000,1638489600000,Prorrogação - Da 1ª. à 3ª. de 3 bombagens. Dias 22/10/2021; 19/11/2021 e 03/12/2021,1636070400000,41.16985,-8.616805,13704,"[[[-40530.41120000004, 166947.7769000008], [-40530.20880000016, 166949.8010000009], [-40530.00640000029, 166949.80100000172], [-40499.847599999965, 166948.99130000046], [-40496.4067000002, 166947.57449999984], [-40497.41880000015, 166945.95519999976], [-40501.26449999955, 166946.9671999998], [-40530.41120000004, 166947.7769000008]]]"
123,Estreitamento,"Tramo nascente, na interseção com a Estrada da Circunvalação",Manutenção de elementos da via pública,1613692800000,1614297600000,"",1613001600000,41.17696,-8.655734,13705,"[[[-43781.07000000048, 167770.72000000073], [-43780.49999999994, 167767.7599999999], [-43779.4000000004, 167764.41000000024], [-43778.240000000165, 167761.89000000103], [-43776.57000000039, 167759.2499999995], [-43765.47489999983, 167747.15080000088], [-43768.15299999978, 167744.73540000038], [-43779.956600000085, 167757.65559999988], [-43781.71119999973, 167762.1217999999], [-43783.30630000033, 167766.74760000032], [-43783.94429999964, 167770.0973000006], [-43781.07000000048, 167770.72000000073]]]"
124,Estacionamento,junto ao nº 19 numa extensão de aproximadamente 10 metros,Cargas e descargas,1591747200000,1591833600000,"",1591660800000,41.14517,-8.612243,13706,"[[[-40150.26240000032, 164206.19380000042], [-40141.148600000015, 164206.4549999995], [-40141.13040000016, 164204.2358999996], [-40150.17669999973, 164203.89310000135], [-40150.26240000032, 164206.19380000042]]]"
125,Estreitamento,"no troço compreendido entre o n.º 107 e o n.º 109, numa extensão de aproximadamente 7 metros",Cargas e descargas,1596585600000,1596585600000,Das 10:00 às 16:00,1591660800000,41.16512,-8.625666,13707,"[[[-41270.67659999994, 166430.1186999993], [-41269.49930000025, 166423.22470000014], [-41271.27089999993, 166422.9221000001], [-41272.448200000406, 166429.81609999994], [-41270.67659999994, 166430.1186999993]]]"
126,Estacionamento,"",Obras públicas,1616976000000,1617926400000,"",1616457600000,41.16379,-8.676969,13708,"[[[-45586.16999999995, 166329.85999999935], [-45585.44269999961, 166331.5973000006], [-45581.67229999978, 166329.61290000065], [-45575.32230000015, 166325.54490000042], [-45568.575400000445, 166319.49259999944], [-45565.00360000036, 166314.23399999837], [-45563.118399999985, 166310.16599999924], [-45560.24110000024, 166298.1604999991], [-45559.54650000021, 166293.59639999983], [-45559.54650000017, 166286.65110000057], [-45560.637900000394, 166276.72920000023], [-45557.06610000042, 166275.14169999957], [-45557.2800000002, 166273.64000000092], [-45562.20999999999, 166275.89000000118], [-45560.700000000244, 166287.51999999894], [-45560.90000000018, 166294.24999999965], [-45561.54999999982, 166297.98000000007], [-45562.709999999934, 166303.31000000107], [-45563.90000000037, 166307.53999999925], [-45565.570000000305, 166311.96000000127], [-45567.150000000314, 166315.0299999993], [-45571.169999999904, 166320.25999999995], [-45573.74000000021, 166322.6099999994], [-45576.76999999953, 166324.9200000001], [-45583.29000000001, 166328.7199999999], [-45586.16999999995, 166329.85999999935]]]"
127,Estacionamento,no troço compreendido entre o nº. 134 e o nº. 156,Obras públicas,1558915200000,1559001600000,"",1558483200000,"","",13709,"[[[-45626.021200000396, 165059.77110000013], [-45613.17910000043, 165043.09219999987], [-45614.64890000054, 165042.09210000007], [-45627.3777999999, 165058.8824000002], [-45626.021200000396, 165059.77110000013]]]"
128,Estacionamento,Junto ao n.º 25 e numa extensão de aproximadamente 20 metros,Cargas e descargas,1616112000000,1616112000000,"",1615766400000,41.16975,-8.649082,13710,"[[[-43215.9890000001, 166962.41680000024], [-43213.3431000002, 166959.77099999972], [-43228.95359999964, 166945.21890000082], [-43231.59939999968, 166947.3356000001], [-43218.89940000044, 166958.71270000032], [-43215.9890000001, 166962.41680000024]]]"
129,Estreitamento,entre a Rua do Dr. Aires de Gouveia Osório,Cargas e descargas,1616112000000,1616112000000,"",1616544000000,41.17014,-8.649182,13711,"[[[-43212.08640000037, 166966.1209999991], [-43212.086400000444, 166968.89920000048], [-43212.21870000006, 166971.2804000008], [-43213.4093000004, 166974.45539999963], [-43215.12909999959, 166977.23349999994], [-43217.907200000234, 166979.87940000044], [-43220.68530000006, 166981.73150000017], [-43247.143699999906, 167009.3805], [-43256.74440000025, 167019.22749999916], [-43251.44319999959, 167024.06489999985], [-43203.619699999625, 166972.20649999956], [-43212.08640000037, 166966.1209999991]]]"
130,Estacionamento,"Em ambos os lados, ente a Rua do Dr. Aires de Gouveia Osório e o n.º 338",Cargas e descargas,1616112000000,1616112000000,"",1615766400000,41.17011,-8.649223,13712,"[[[-43247.143699999906, 167009.3805], [-43220.68530000006, 166981.73150000017], [-43217.907200000234, 166979.87940000044], [-43215.12909999959, 166977.23349999994], [-43213.4093000004, 166974.45539999963], [-43212.483199999675, 166971.54500000077], [-43212.086400000444, 166968.89920000048], [-43212.08640000037, 166966.1209999991], [-43214.70999999996, 166965.30999999982], [-43214.34999999963, 166967.68999999936], [-43214.38999999971, 166969.80000000066], [-43214.83999999992, 166972.11999999906], [-43215.66999999987, 166974.26999999958], [-43217.75999999969, 166977.2899999979], [-43221.91000000017, 166977.4600000007], [-43249.26040000003, 167007.39609999958], [-43258.762199999765, 167017.39870000086], [-43256.74440000025, 167019.22749999916], [-43247.143699999906, 167009.3805]], [[-43202.75979999999, 166973.7939999999], [-43203.619699999625, 166972.20649999956], [-43251.44319999959, 167024.06489999985], [-43249.32650000056, 167026.44610000023], [-43212.129999999706, 166986.14000000042], [-43212.02020000022, 166984.11270000096], [-43202.75979999999, 166973.7939999999]]]"
131,Estreitamento,no troço compreendido entre o nº. 134 e o nº. 156,Obras públicas,1558915200000,1559001600000,"",1558483200000,"","",13713,"[[[-45614.64890000054, 165042.09210000007], [-45616.11799999977, 165041.2041000003], [-45628.962199999965, 165057.54649999947], [-45627.49100000036, 165058.77089999957], [-45614.64890000054, 165042.09210000007]]]"
132,Estacionamento,"",Obras públicas,1616457600000,1616630400000,"",1615420800000,41.15903,-8.683252,13714,"[[[-46068.679999999666, 165796.4000000007], [-46067.69000000044, 165794.52000000037], [-46124.940000000424, 165764.00000000003], [-46126.400999999445, 165765.96959999975], [-46068.679999999666, 165796.4000000007]]]"
133,Estacionamento,No troço compreendido entre a Travessa de S. Carlos e a Rua dos Bragas,Obras públicas,1618786800000,1618873200000,"",1625094000000,41.15140,-8.614643,13715,"[[[-40358.90729999995, 164838.10869999978], [-40357.577299999946, 164838.8387], [-40353.57729999995, 164843.00870000082], [-40353.03729999991, 164844.2086999993], [-40349.16729999987, 164875.7686999999], [-40345.837299999745, 164890.66870000007], [-40341.55609999966, 164911.82599999924], [-40331.68730000034, 164960.08870000028], [-40330.37970000035, 164960.01210000023], [-40340.12609999995, 164913.70299999986], [-40348.274799999774, 164874.94830000028], [-40352.246199999936, 164842.2869000001], [-40358.31780000032, 164836.53490000046], [-40358.90729999995, 164838.10869999978]]]"
134,Estacionamento,No troço compreendido entre o n.º 583 e a n.º 595,Obras públicas,1653865200000,1654038000000,"",1651618800000,41.15316,-8.627602,13716,"[[[-41433.12160000014, 165106.13580000057], [-41430.143000000215, 165107.26640000005], [-41427.191599999576, 165094.63579999973], [-41430.06259999964, 165094.02590000062], [-41433.12160000014, 165106.13580000057]]]"
135,Estacionamento,entre o nº 743 e o nº 769,Obras particulares,1641600000000,1641600000000,A partir das 14H00,1634857200000,41.15588,-8.623058,13717,"[[[-41060.50929999999, 165402.86060000022], [-41060.53000000021, 165402.78999999896], [-41060.1725000003, 165404.2079000012], [-41033.32390000018, 165398.04910000085], [-41033.56450000035, 165396.74989999985], [-41060.50929999999, 165402.86060000022]]]"
136,Alteração de sentidos,"",Obras públicas,1616025600000,1616371200000,"",1615420800000,41.16027,-8.680319,13718,"[[[-45832.26999999959, 165940.77999999913], [-45822.831700000024, 165925.97910000017], [-45875.570000000356, 165897.42], [-45879.61579999983, 165904.37609999967], [-45834.54000000008, 165928.96000000092], [-45832.830000000125, 165930.6999999998], [-45831.73000000045, 165932.4700000007], [-45830.820000000305, 165934.69999999923], [-45830.63999999973, 165936.97000000023], [-45832.26999999959, 165940.77999999913]]]"
137,Alteração de sentidos,"",Obras públicas,1616025600000,1616371200000,"",1615420800000,41.15946,-8.681168,13719,"[[[-46030.59000000007, 165770.3200000006], [-45898.37000000008, 165841.8100000017], [-45895.00050000009, 165843.11399999977], [-45891.59999999963, 165844.42999999944], [-45884.49999999998, 165845.94999999902], [-45876.65560000003, 165846.7816000004], [-45858.58999999984, 165848.5500000007], [-45856.750000000044, 165849.02999999947], [-45854.58000000002, 165850.39000000092], [-45851.80999999978, 165854.220000001], [-45851.15000000024, 165856.23000000074], [-45850.98000000048, 165858.25999999986], [-45851.45000000017, 165860.73000000027], [-45852.28000000033, 165862.7699999997], [-45856.87129999969, 165871.300699999], [-45870.709999999905, 165896.28999999925], [-45873.070000000356, 165897.43000000014], [-45875.570000000356, 165897.42], [-45864.66999999993, 165903.28999999948], [-45865.04999999979, 165901.75], [-45849.42999999965, 165872.03999999946], [-45842.61000000028, 165843.3699999992], [-45865.17999999966, 165840.78999999966], [-45879.12999999992, 165839.22000000067], [-45890.33999999986, 165837.26999999944], [-45896.71999999976, 165835.15999999992], [-45902.79999999982, 165832.30000000022], [-45940.39850000013, 165810.98120000018], [-46024.16000000012, 165765.0900000001], [-46025.099999999635, 165764.1999999991], [-46025.23000000048, 165762.90000000043], [-46030.59000000007, 165770.3200000006]]]"
